id,time,xloc_kf,yloc_kf,lane_kf,speed_kf,acceleration_kf,length_smoothed,width_smoothed,type_most_common,av,run_index,travelled_distance
57,8.2,378.572421,211.69428,2,4.71776,1.13,5.39,2.67,small-vehicle,no,1,197.474252
57,8.3,378.854712,212.072279,2,4.83059,-0.15,5.39,2.67,small-vehicle,no,1,197.9460268
57,8.4,379.157908,212.448335,2,4.81514,0.74,5.39,2.67,small-vehicle,no,1,198.4290858
57,8.5,379.459194,212.823944,2,4.88903,-0.1,5.39,2.67,small-vehicle,no,1,198.9105994
57,8.6,379.765136,213.205291,2,4.87904,0.38,5.39,2.67,small-vehicle,no,1,199.3995023
57,8.7,380.070452,213.585859,2,4.91698,-0.04,5.39,2.67,small-vehicle,no,1,199.8874058
57,8.8,380.378143,213.969387,2,4.91267,0.14,5.39,2.67,small-vehicle,no,1,200.3791044
57,8.9,380.685564,214.352578,2,4.92716,-0.01,5.39,2.67,small-vehicle,no,1,200.8703711
57,9,380.993892,214.7369,2,4.92595,0.04,5.39,2.67,small-vehicle,no,1,201.3630876
57,9.1,381.302144,215.121127,2,4.9298,0,5.39,2.67,small-vehicle,no,1,201.8556825
57,9.2,381.610637,215.505654,2,4.92959,0.01,5.39,2.67,small-vehicle,no,1,202.3486621
57,9.3,381.919117,215.890165,2,4.93022,0,5.39,2.67,small-vehicle,no,1,202.8416212
57,9.4,382.227636,216.274726,2,4.93021,0,5.39,2.67,small-vehicle,no,1,203.3346436
57,9.5,382.536155,216.659285,2,4.93026,0,5.39,2.67,small-vehicle,no,1,203.8276645
57,9.6,382.844676,217.043848,2,4.93026,0,5.39,2.67,small-vehicle,no,1,204.3206898
58,7.9,371.955095,204.261464,2,3.41388,-0.13,5.35,2.54,small-vehicle,no,1,186.3611201
58,8,372.208085,204.490684,2,3.40065,0.33,5.35,2.54,small-vehicle,no,1,186.702508
58,8.1,372.451197,204.728466,2,3.43391,-0.06,5.35,2.54,small-vehicle,no,1,187.0425723
58,8.2,372.692546,204.972737,2,3.42752,0.28,5.35,2.54,small-vehicle,no,1,187.3859637
58,8.3,372.934746,205.21526,2,3.45594,0,5.35,2.54,small-vehicle,no,1,187.7287147
58,8.4,373.172548,205.466031,2,3.45625,0.37,5.35,2.54,small-vehicle,no,1,188.0743097
58,8.5,373.425186,205.701892,2,3.49306,0.08,5.35,2.54,small-vehicle,no,1,188.4199343
58,8.6,373.65379,205.966004,2,3.50097,0.61,5.35,2.54,small-vehicle,no,1,188.7692407
58,8.7,373.864611,206.245508,2,3.56224,0.19,5.35,2.54,small-vehicle,no,1,189.1193378
58,8.8,374.092962,206.518915,2,3.58102,0.97,5.35,2.54,small-vehicle,no,1,189.4755618
58,8.9,374.318775,206.796845,2,3.67819,0.27,5.35,2.54,small-vehicle,no,1,189.8336632
58,9,374.536559,207.093259,2,3.70477,1.41,5.35,2.54,small-vehicle,no,1,190.2014826
58,9.1,374.764119,207.385611,2,3.84549,0.19,5.35,2.54,small-vehicle,no,1,190.5719597
58,9.2,374.982215,207.702332,2,3.86493,1.86,5.35,2.54,small-vehicle,no,1,190.9565088
58,9.3,375.214411,208.011302,2,4.05088,-0.01,5.35,2.54,small-vehicle,no,1,191.3430026
58,9.4,375.471084,208.324694,2,4.05034,2.19,5.35,2.54,small-vehicle,no,1,191.7480897
58,9.5,375.725341,208.639981,2,4.26921,-0.14,5.35,2.54,small-vehicle,no,1,192.1531237
58,9.6,375.996275,208.969915,2,4.25543,2.26,5.35,2.54,small-vehicle,no,1,192.5800449
58,9.7,376.22599,209.328129,2,4.48143,-0.11,5.35,2.54,small-vehicle,no,1,193.0055872
58,9.8,376.503406,209.680084,2,4.47042,2.11,5.35,2.54,small-vehicle,no,1,193.45373
58,9.9,376.78771,210.025075,2,4.68162,0.02,5.35,2.54,small-vehicle,no,1,193.9007731
58,10,377.055385,210.409165,2,4.68367,1.8,5.35,2.54,small-vehicle,no,1,194.3689344
58,10.1,377.338619,210.782189,2,4.8634,0.11,5.35,2.54,small-vehicle,no,1,194.8373022
58,10.2,377.634052,211.168512,2,4.87398,1.37,5.35,2.54,small-vehicle,no,1,195.3236417
58,10.3,377.920841,211.562605,2,5.01051,0.1,5.35,2.54,small-vehicle,no,1,195.8110402
58,10.4,378.242053,211.947151,2,5.02041,0.87,5.35,2.54,small-vehicle,no,1,196.3120918
58,10.5,378.553201,212.341145,2,5.10754,0.05,5.35,2.54,small-vehicle,no,1,196.814132
58,10.6,378.854397,212.753638,2,5.11269,0.43,5.35,2.54,small-vehicle,no,1,197.3248859
58,10.7,379.156457,213.166138,2,5.15605,0.02,5.35,2.54,small-vehicle,no,1,197.8361554
58,10.8,379.46107,213.582142,2,5.15779,0.15,5.35,2.54,small-vehicle,no,1,198.3517603
58,10.9,379.765787,213.998286,2,5.17309,0,5.35,2.54,small-vehicle,no,1,198.8675395
58,11,380.071407,214.415664,2,5.1735,0.03,5.35,2.54,small-vehicle,no,1,199.3848479
58,11.1,380.377052,214.833076,2,5.17675,0,5.35,2.54,small-vehicle,no,1,199.9021985
58,11.2,380.682888,215.25075,2,5.17683,0,5.35,2.54,small-vehicle,no,1,200.4198734
58,11.3,380.98873,215.66843,2,5.17703,0,5.35,2.54,small-vehicle,no,1,200.9375566
58,11.4,381.294583,216.086126,2,5.17704,0,5.35,2.54,small-vehicle,no,1,201.4552592
58,11.5,381.600437,216.503824,2,5.17697,0,5.35,2.54,small-vehicle,no,1,201.972964
58,11.6,381.906286,216.921516,2,5.17698,0,5.35,2.54,small-vehicle,no,1,202.4906611
58,11.7,382.212136,217.339208,2,5.17696,0,5.35,2.54,small-vehicle,no,1,203.0083587
58,11.8,382.517985,217.756899,2,5.17696,0,5.35,2.54,small-vehicle,no,1,203.5260549
63,5.6,377.599132,205.729192,3,5.12861,-3.26,5.01,2.54,small-vehicle,no,1,192.5589513
63,5.7,378.000377,206.048612,3,4.80236,-0.22,5.01,2.54,small-vehicle,no,1,193.0718125
63,5.8,378.367553,206.358141,3,4.78002,-2.79,5.01,2.54,small-vehicle,no,1,193.5520483
63,5.9,378.729977,206.669805,3,4.50096,-0.57,5.01,2.54,small-vehicle,no,1,194.03005
63,6,379.08628,206.944821,3,4.44349,-2.28,5.01,2.54,small-vehicle,no,1,194.4801451
63,6.1,379.439573,207.214321,3,4.21546,-0.62,5.01,2.54,small-vehicle,no,1,194.9244943
63,6.2,379.785176,207.455692,3,4.15373,-1.89,5.01,2.54,small-vehicle,no,1,195.3460407
63,6.3,380.123708,207.69638,3,3.96482,-0.37,5.01,2.54,small-vehicle,no,1,195.7614136
63,6.4,380.44289,207.931584,3,3.92742,-1.51,5.01,2.54,small-vehicle,no,1,196.1578957
63,6.5,380.757512,208.166657,3,3.77678,-0.06,5.01,2.54,small-vehicle,no,1,196.5506378
63,6.6,381.049542,208.406155,3,3.77033,-1.03,5.01,2.54,small-vehicle,no,1,196.928316
63,6.7,381.34406,208.641555,3,3.66696,0.11,5.01,2.54,small-vehicle,no,1,197.3053492
63,6.8,381.630755,208.870186,3,3.67823,-0.56,5.01,2.54,small-vehicle,no,1,197.6720454
63,6.9,381.918339,209.09951,3,3.62245,0.13,5.01,2.54,small-vehicle,no,1,198.0398688
63,7,382.201562,209.325356,3,3.63518,-0.22,5.01,2.54,small-vehicle,no,1,198.4021142
63,7.1,382.48578,209.551996,3,3.61302,0.07,5.01,2.54,small-vehicle,no,1,198.7656325
63,7.2,382.768265,209.777254,3,3.62008,-0.06,5.01,2.54,small-vehicle,no,1,199.1269342
63,7.3,383.051302,210.002952,3,3.61403,0.02,5.01,2.54,small-vehicle,no,1,199.4889418
63,7.4,383.333866,210.228273,3,3.61638,-0.01,5.01,2.54,small-vehicle,no,1,199.8503446
63,7.5,383.616614,210.45374,3,3.61537,0,5.01,2.54,small-vehicle,no,1,200.2119823
63,7.6,383.899282,210.679145,3,3.61582,0,5.01,2.54,small-vehicle,no,1,200.5735187
63,7.7,384.181986,210.904577,3,3.61574,0,5.01,2.54,small-vehicle,no,1,200.9351002
63,7.8,384.464684,211.130005,3,3.61578,0,5.01,2.54,small-vehicle,no,1,201.2966744
63,7.9,384.747385,211.355435,3,3.61578,0,5.01,2.54,small-vehicle,no,1,201.6582523
68,7.3,339.240417,171.131282,2,4.41135,1.12,5.7,2.59,small-vehicle,no,1,140.3341
68,7.4,339.557475,171.437996,2,4.52332,-0.63,5.7,2.59,small-vehicle,no,1,140.775234
68,7.5,339.882697,171.752376,2,4.4606,1.26,5.7,2.59,small-vehicle,no,1,141.2275659
68,7.6,340.190707,172.075021,2,4.587,-0.39,5.7,2.59,small-vehicle,no,1,141.6736264
68,7.7,340.511992,172.402407,2,4.54783,1.49,5.7,2.59,small-vehicle,no,1,142.1323263
68,7.8,340.82884,172.72865,2,4.69717,-0.21,5.7,2.59,small-vehicle,no,1,142.5871089
68,7.9,341.160976,173.060794,2,4.67645,1.57,5.7,2.59,small-vehicle,no,1,143.0568258
68,8,341.487752,173.395322,2,4.83316,-0.01,5.7,2.59,small-vehicle,no,1,143.5244704
68,8.1,341.839744,173.726527,2,4.83179,1.3,5.7,2.59,small-vehicle,no,1,144.0077872
68,8.2,342.169959,174.079258,2,4.96226,0.23,5.7,2.59,small-vehicle,no,1,144.4909654
68,8.3,342.528091,174.422744,2,4.98523,0.76,5.7,2.59,small-vehicle,no,1,144.9871923
68,8.4,342.893416,174.761953,2,5.06095,0.49,5.7,2.59,small-vehicle,no,1,145.4857152
68,8.5,343.266371,175.104059,2,5.11038,0.17,5.7,2.59,small-vehicle,no,1,145.99181
68,8.6,343.640728,175.451934,2,5.127,0.69,5.7,2.59,small-vehicle,no,1,146.5028483
68,8.7,344.00667,175.811027,2,5.1958,-0.25,5.7,2.59,small-vehicle,no,1,147.0155484
68,8.8,344.383317,176.168937,2,5.17071,0.76,5.7,2.59,small-vehicle,no,1,147.5351276
68,8.9,344.75259,176.530876,2,5.24664,-0.52,5.7,2.59,small-vehicle,no,1,148.0521985
68,9,345.140565,176.884072,2,5.19511,0.75,5.7,2.59,small-vehicle,no,1,148.5768622
68,9.1,345.521192,177.237648,2,5.27002,-0.81,5.7,2.59,small-vehicle,no,1,149.0963744
68,9.2,345.910486,177.592867,2,5.18885,0.72,5.7,2.59,small-vehicle,no,1,149.6233757
68,9.3,346.301219,177.934289,2,5.26127,-1.21,5.7,2.59,small-vehicle,no,1,150.1422603
68,9.4,346.696435,178.281585,2,5.13984,0.7,5.7,2.59,small-vehicle,no,1,150.6683879
68,9.5,347.081676,178.621833,2,5.21012,-1.6,5.7,2.59,small-vehicle,no,1,151.1823717
68,9.6,347.485938,178.950506,2,5.04986,0.69,5.7,2.59,small-vehicle,no,1,151.7033839
68,9.7,347.855323,179.294838,2,5.11911,-1.87,5.7,2.59,small-vehicle,no,1,152.2083688
68,9.8,348.240319,179.632226,2,4.93218,0.72,5.7,2.59,small-vehicle,no,1,152.7202795
68,9.9,348.610586,179.958058,2,5.00423,-2.03,5.7,2.59,small-vehicle,no,1,153.2134977
68,10,348.977541,180.298304,2,4.80139,0.74,5.7,2.59,small-vehicle,no,1,153.7139208
68,10.1,349.329214,180.625198,2,4.87536,-2.09,5.7,2.59,small-vehicle,no,1,154.19406
68,10.2,349.70081,180.940805,2,4.66665,0.59,5.7,2.59,small-vehicle,no,1,154.681596
68,10.3,350.044004,181.257022,2,4.72559,-1.93,5.7,2.59,small-vehicle,no,1,155.14826
68,10.4,350.409277,181.556836,2,4.53243,0.13,5.7,2.59,small-vehicle,no,1,155.6208198
68,10.5,350.750871,181.854732,2,4.54507,-1.45,5.7,2.59,small-vehicle,no,1,156.074062
68,10.6,351.095412,182.151158,2,4.39972,-0.61,5.7,2.59,small-vehicle,no,1,156.5285693
68,10.7,351.42041,182.447725,2,4.33898,-0.74,5.7,2.59,small-vehicle,no,1,156.9685417
68,10.8,351.744926,182.735747,2,4.26533,-1.37,5.7,2.59,small-vehicle,no,1,157.4024395
68,10.9,352.07206,183.00945,2,4.12798,-0.05,5.7,2.59,small-vehicle,no,1,157.828972
68,11,352.383743,183.280108,2,4.12315,-1.89,5.7,2.59,small-vehicle,no,1,158.2417698
68,11.1,352.695943,183.549431,2,3.93428,0.34,5.7,2.59,small-vehicle,no,1,158.6540849
68,11.2,352.987465,183.813628,2,3.96874,-1.96,5.7,2.59,small-vehicle,no,1,159.0475123
68,11.3,353.294246,184.065411,2,3.77275,0.33,5.7,2.59,small-vehicle,no,1,159.4443867
68,11.4,353.575487,184.316886,2,3.80572,-1.6,5.7,2.59,small-vehicle,no,1,159.8216614
68,11.5,353.864862,184.564064,2,3.6458,-0.01,5.7,2.59,small-vehicle,no,1,160.2022331
68,11.6,354.129347,184.814995,2,3.6447,-1.05,5.7,2.59,small-vehicle,no,1,160.5668132
68,11.7,354.398169,185.061112,2,3.53974,-0.43,5.7,2.59,small-vehicle,no,1,160.9312839
68,11.8,354.665317,185.293339,2,3.49721,-0.66,5.7,2.59,small-vehicle,no,1,161.2852577
68,11.9,354.928548,185.523587,2,3.43081,-0.64,5.7,2.59,small-vehicle,no,1,161.6349785
68,12,355.191053,185.744484,2,3.36677,-0.64,5.7,2.59,small-vehicle,no,1,161.9780592
68,12.1,355.436808,185.974605,2,3.30246,-0.54,5.7,2.59,small-vehicle,no,1,162.3147359
68,12.2,355.681335,186.196571,2,3.24852,-0.9,5.7,2.59,small-vehicle,no,1,162.6449818
68,12.3,355.92873,186.407105,2,3.15809,-0.21,5.7,2.59,small-vehicle,no,1,162.9698339
68,12.4,356.16809,186.613119,2,3.13691,-1.2,5.7,2.59,small-vehicle,no,1,163.2856423
68,12.5,356.406543,186.816938,2,3.01663,0.17,5.7,2.59,small-vehicle,no,1,163.5993333
68,12.6,356.626631,187.023243,2,3.0333,-1.37,5.7,2.59,small-vehicle,no,1,163.9009961
68,12.7,356.84901,187.229535,2,2.89634,0.47,5.7,2.59,small-vehicle,no,1,164.2043257
68,12.8,357.057204,187.430889,2,2.94365,-1.4,5.7,2.59,small-vehicle,no,1,164.4939602
68,12.9,357.28285,187.619925,2,2.80386,0.7,5.7,2.59,small-vehicle,no,1,164.7883252
68,13,357.491989,187.80668,2,2.8737,-1.34,5.7,2.59,small-vehicle,no,1,165.0687116
68,13.1,357.705326,187.999212,2,2.73959,0.87,5.7,2.59,small-vehicle,no,1,165.3560812
68,13.2,357.906797,188.184854,2,2.82669,-1.19,5.7,2.59,small-vehicle,no,1,165.6300401
68,13.3,358.117986,188.372739,2,2.70747,1,5.7,2.59,small-vehicle,no,1,165.9127088
68,13.4,358.302002,188.571339,2,2.80719,-0.96,5.7,2.59,small-vehicle,no,1,166.1834556
68,13.5,358.502344,188.767976,2,2.71099,1.04,5.7,2.59,small-vehicle,no,1,166.4641744
68,13.6,358.685657,188.967704,2,2.81526,-0.7,5.7,2.59,small-vehicle,no,1,166.7352739
68,13.7,358.891,189.160294,2,2.74492,0.97,5.7,2.59,small-vehicle,no,1,167.0167995
68,13.8,359.099891,189.338369,2,2.84163,-0.5,5.7,2.59,small-vehicle,no,1,167.291292
68,13.9,359.315423,189.523557,2,2.79194,0.81,5.7,2.59,small-vehicle,no,1,167.575455
68,14,359.50811,189.725598,2,2.87258,-0.41,5.7,2.59,small-vehicle,no,1,167.8546482
68,14.1,359.721998,189.917352,2,2.83108,0.69,5.7,2.59,small-vehicle,no,1,168.1419071
68,14.2,359.938276,190.100037,2,2.9004,-0.49,5.7,2.59,small-vehicle,no,1,168.4250149
68,14.3,360.160336,190.28662,2,2.85175,0.76,5.7,2.59,small-vehicle,no,1,168.715056
68,14.4,360.378807,190.469909,2,2.92763,-0.67,5.7,2.59,small-vehicle,no,1,169.0002304
68,14.5,360.595826,190.66641,2,2.86091,1.05,5.7,2.59,small-vehicle,no,1,169.2929929
68,14.6,360.796798,190.870023,2,2.96619,-0.82,5.7,2.59,small-vehicle,no,1,169.5790838
68,14.7,361.013325,191.072751,2,2.8846,1.47,5.7,2.59,small-vehicle,no,1,169.8757024
68,14.8,361.213179,191.28076,2,3.03194,-0.73,5.7,2.59,small-vehicle,no,1,170.1641627
68,14.9,361.429065,191.493645,2,2.95901,1.83,5.7,2.59,small-vehicle,no,1,170.467357
68,15,361.61969,191.719962,2,3.14199,-0.29,5.7,2.59,small-vehicle,no,1,170.7632578
68,15.1,361.834037,191.949693,2,3.11304,2.01,5.7,2.59,small-vehicle,no,1,171.0774567
68,15.2,362.009291,192.20698,2,3.31367,0.39,5.7,2.59,small-vehicle,no,1,171.3887614
68,15.3,362.23418,192.45035,2,3.35259,2.07,5.7,2.59,small-vehicle,no,1,171.7201283
68,15.4,362.445394,192.71071,2,3.55955,1.1,5.7,2.59,small-vehicle,no,1,172.0553874
68,15.5,362.670516,192.986435,2,3.67003,2.11,5.7,2.59,small-vehicle,no,1,172.4113427
68,15.6,362.904162,193.269455,2,3.88108,1.61,5.7,2.59,small-vehicle,no,1,172.7783451
68,15.7,363.156305,193.564501,2,4.04256,2.21,5.7,2.59,small-vehicle,no,1,173.1664537
68,15.8,363.42355,193.86782,2,4.26344,1.81,5.7,2.59,small-vehicle,no,1,173.5707089
68,15.9,363.702507,194.190236,2,4.44408,2.34,5.7,2.59,small-vehicle,no,1,173.9970528
68,16,364.000441,194.519985,2,4.67814,1.79,5.7,2.59,small-vehicle,no,1,174.4414614
68,16.1,364.319366,194.862237,2,4.85707,2.37,5.7,2.59,small-vehicle,no,1,174.9092751
68,16.2,364.638071,195.228759,2,5.09396,1.77,5.7,2.59,small-vehicle,no,1,175.394982
68,16.3,364.981155,195.605291,2,5.27074,2.17,5.7,2.59,small-vehicle,no,1,175.9043767
68,16.4,365.322908,196.006554,2,5.48796,1.85,5.7,2.59,small-vehicle,no,1,176.4314508
68,16.5,365.697647,196.407488,2,5.67317,1.76,5.7,2.59,small-vehicle,no,1,176.9802472
68,16.6,366.072774,196.83308,2,5.84923,1.98,5.7,2.59,small-vehicle,no,1,177.5475644
68,16.7,366.454494,197.276278,2,6.04736,1.3,5.7,2.59,small-vehicle,no,1,178.1324871
68,16.8,366.862917,197.722257,2,6.17762,2,5.7,2.59,small-vehicle,no,1,178.7372239
68,16.9,367.270667,198.186337,2,6.37788,1.02,5.7,2.59,small-vehicle,no,1,179.3549863
68,17,367.692688,198.664533,2,6.47973,1.83,5.7,2.59,small-vehicle,no,1,179.992774
68,17.1,368.107343,199.162459,2,6.66284,1.02,5.7,2.59,small-vehicle,no,1,180.640747
68,17.2,368.550993,199.65956,2,6.76526,1.52,5.7,2.59,small-vehicle,no,1,181.3070313
68,17.3,368.977716,200.184532,2,6.91752,1.24,5.7,2.59,small-vehicle,no,1,181.9835578
68,17.4,369.412993,200.722169,2,7.04189,1.22,5.7,2.59,small-vehicle,no,1,182.6753089
68,17.5,369.864483,201.262576,2,7.16399,1.5,5.7,2.59,small-vehicle,no,1,183.3794985
68,17.6,370.316707,201.818203,2,7.3138,1.02,5.7,2.59,small-vehicle,no,1,184.0958977
68,17.7,370.785518,202.379569,2,7.41553,1.68,5.7,2.59,small-vehicle,no,1,184.8272769
68,17.8,371.249712,202.957865,2,7.58368,0.89,5.7,2.59,small-vehicle,no,1,185.5688309
68,17.9,371.737226,203.538771,2,7.67299,1.81,5.7,2.59,small-vehicle,no,1,186.3271987
68,18,372.23544,204.122322,2,7.85434,0.78,5.7,2.59,small-vehicle,no,1,187.0944985
68,18.1,372.73793,204.725986,2,7.93262,1.89,5.7,2.59,small-vehicle,no,1,187.8799324
68,18.2,373.238309,205.341523,2,8.12177,0.67,5.7,2.59,small-vehicle,no,1,188.6731946
68,18.3,373.759527,205.964389,2,8.18855,1.8,5.7,2.59,small-vehicle,no,1,189.4853709
68,18.4,374.280806,206.595889,2,8.3683,0.57,5.7,2.59,small-vehicle,no,1,190.3042262
68,18.5,374.842572,207.216133,2,8.42558,1.43,5.7,2.59,small-vehicle,no,1,191.1410557
68,18.6,375.395696,207.851711,2,8.56892,0.5,5.7,2.59,small-vehicle,no,1,191.9836147
68,18.7,375.964346,208.492726,2,8.61872,0.89,5.7,2.59,small-vehicle,no,1,192.8405062
68,18.8,376.536005,209.137729,2,8.70784,0.41,5.7,2.59,small-vehicle,no,1,193.7023779
68,18.9,377.112034,209.790765,2,8.74851,0.39,5.7,2.59,small-vehicle,no,1,194.5731623
68,19,377.693144,210.444734,2,8.78781,0.28,5.7,2.59,small-vehicle,no,1,195.4480133
68,19.1,378.266017,211.111121,2,8.81589,0.09,5.7,2.59,small-vehicle,no,1,196.3267937
68,19.2,378.840859,211.77952,2,8.82537,0.15,5.7,2.59,small-vehicle,no,1,197.2083835
68,19.3,379.416318,212.448638,2,8.84053,-0.01,5.7,2.59,small-vehicle,no,1,198.0909208
68,19.4,379.992765,213.118905,2,8.8394,0.06,5.7,2.59,small-vehicle,no,1,198.9749734
68,19.5,380.569139,213.789086,2,8.84543,-0.02,5.7,2.59,small-vehicle,no,1,199.8589132
68,19.6,381.145906,214.459724,2,8.84339,0.02,5.7,2.59,small-vehicle,no,1,200.7434557
68,19.7,381.72254,215.130208,2,8.84504,-0.01,5.7,2.59,small-vehicle,no,1,201.6277947
68,19.8,382.299281,215.800817,2,8.84419,0,5.7,2.59,small-vehicle,no,1,202.5122983
68,19.9,382.875967,216.471361,2,8.84446,0,5.7,2.59,small-vehicle,no,1,203.3967168
69,6.3,333.180616,172.653969,1,5.74154,-0.83,5.65,2.67,small-vehicle,no,1,136.9660632
69,6.4,333.604559,173.041172,1,5.65904,0.7,5.65,2.67,small-vehicle,no,1,137.5402181
69,6.5,334.030099,173.414217,1,5.7288,-0.38,5.65,2.67,small-vehicle,no,1,138.1061216
69,6.6,334.441569,173.812819,1,5.69061,0.41,5.65,2.67,small-vehicle,no,1,138.6790013
69,6.7,334.860136,174.198349,1,5.73191,-0.18,5.65,2.67,small-vehicle,no,1,139.2480634
69,6.8,335.270279,174.598761,1,5.71357,0.35,5.65,2.67,small-vehicle,no,1,139.8212537
69,6.9,335.687411,174.98921,1,5.74889,-0.23,5.65,2.67,small-vehicle,no,1,140.3926113
69,7,336.101054,175.388455,1,5.72584,0.5,5.65,2.67,small-vehicle,no,1,140.9675001
69,7.1,336.527982,175.770011,1,5.77626,-0.4,5.65,2.67,small-vehicle,no,1,141.5400841
69,7.2,336.950833,176.16352,1,5.73646,0.77,5.65,2.67,small-vehicle,no,1,142.1177106
69,7.3,337.369488,176.55569,1,5.81328,-0.57,5.65,2.67,small-vehicle,no,1,142.6913562
69,7.4,337.780607,176.966692,1,5.75619,1.03,5.65,2.67,small-vehicle,no,1,143.2726835
69,7.5,338.196504,177.364645,1,5.85969,-0.74,5.65,2.67,small-vehicle,no,1,143.8483023
69,7.6,338.625558,177.763734,1,5.78555,1.23,5.65,2.67,small-vehicle,no,1,144.434271
69,7.7,339.055025,178.151398,1,5.90854,-0.96,5.65,2.67,small-vehicle,no,1,145.0128255
69,7.8,339.478762,178.563171,1,5.81234,1.32,5.65,2.67,small-vehicle,no,1,145.6036808
69,7.9,339.914241,178.948126,1,5.94476,-1.23,5.65,2.67,small-vehicle,no,1,146.1849143
69,8,340.360185,179.341236,1,5.82208,1.31,5.65,2.67,small-vehicle,no,1,146.7793901
69,8.1,340.792555,179.731137,1,5.95316,-1.44,5.65,2.67,small-vehicle,no,1,147.3615985
69,8.2,341.238971,180.124982,1,5.80876,1.21,5.65,2.67,small-vehicle,no,1,147.9569145
69,8.3,341.66182,180.523248,1,5.92931,-1.55,5.65,2.67,small-vehicle,no,1,148.5377906
69,8.4,342.106387,180.915584,1,5.77446,1.09,5.65,2.67,small-vehicle,no,1,149.1307218
69,8.5,342.545847,181.290176,1,5.88304,-1.52,5.65,2.67,small-vehicle,no,1,149.7081681
69,8.6,342.987355,181.678983,1,5.73086,1.05,5.65,2.67,small-vehicle,no,1,150.2964709
69,8.7,343.416155,182.059193,1,5.83552,-1.38,5.65,2.67,small-vehicle,no,1,150.8695582
69,8.8,343.851094,182.448244,1,5.69779,1.15,5.65,2.67,small-vehicle,no,1,151.45311
69,8.9,344.261613,182.843367,1,5.81249,-1.23,5.65,2.67,small-vehicle,no,1,152.0228889
69,9,344.679012,183.247876,1,5.68902,1.38,5.65,2.67,small-vehicle,no,1,152.6041371
69,9.1,345.095171,183.63577,1,5.82734,-1.29,5.65,2.67,small-vehicle,no,1,153.1730396
69,9.2,345.514856,184.040052,1,5.69879,1.67,5.65,2.67,small-vehicle,no,1,153.755774
69,9.3,345.944013,184.415,1,5.866,-1.57,5.65,2.67,small-vehicle,no,1,154.3256527
69,9.4,346.373274,184.814793,1,5.70863,1.88,5.65,2.67,small-vehicle,no,1,154.9122526
69,9.5,346.788943,185.206078,1,5.89654,-1.88,5.65,2.67,small-vehicle,no,1,155.4831157
69,9.6,347.230772,185.596564,1,5.70832,1.92,5.65,2.67,small-vehicle,no,1,156.07277
69,9.7,347.639078,185.995483,1,5.90042,-2,5.65,2.67,small-vehicle,no,1,156.6436029
69,9.8,348.068136,186.400525,1,5.70075,1.85,5.65,2.67,small-vehicle,no,1,157.2336451
69,9.9,348.473793,186.801058,1,5.88588,-1.91,5.65,2.67,small-vehicle,no,1,157.803719
69,10,348.872014,187.234482,1,5.69491,1.73,5.65,2.67,small-vehicle,no,1,158.3923074
69,10.1,349.269436,187.642375,1,5.86785,-1.71,5.65,2.67,small-vehicle,no,1,158.9617993
69,10.2,349.697824,188.043373,1,5.69701,1.49,5.65,2.67,small-vehicle,no,1,159.5485834
69,10.3,350.094704,188.452086,1,5.84611,-1.38,5.65,2.67,small-vehicle,no,1,160.1182852
69,10.4,350.523961,188.848959,1,5.70838,1.04,5.65,2.67,small-vehicle,no,1,160.7028959
69,10.5,350.926199,189.254003,1,5.81237,-0.88,5.65,2.67,small-vehicle,no,1,161.273734
69,10.6,351.344862,189.657189,1,5.72467,0.41,5.65,2.67,small-vehicle,no,1,161.854972
69,10.7,351.744092,190.067475,1,5.76614,-0.3,5.65,2.67,small-vehicle,no,1,162.4274396
69,10.8,352.16286,190.463855,1,5.73603,-0.19,5.65,2.67,small-vehicle,no,1,163.0040537
69,10.9,352.579673,190.85792,1,5.71681,0.15,5.65,2.67,small-vehicle,no,1,163.5776566
69,11,352.986319,191.259738,1,5.7323,-0.58,5.65,2.67,small-vehicle,no,1,164.1493371
69,11.1,353.394036,191.662676,1,5.67433,0.36,5.65,2.67,small-vehicle,no,1,164.7225668
69,11.2,353.799547,192.059591,1,5.71052,-0.65,5.65,2.67,small-vehicle,no,1,165.2900002
69,11.3,354.219917,192.446099,1,5.64502,0.32,5.65,2.67,small-vehicle,no,1,165.8610513
69,11.4,354.625059,192.839193,1,5.67709,-0.47,5.65,2.67,small-vehicle,no,1,166.4255537
69,11.5,355.027519,193.239593,1,5.63,0.14,5.65,2.67,small-vehicle,no,1,166.9932633
69,11.6,355.417067,193.646067,1,5.6443,-0.19,5.65,2.67,small-vehicle,no,1,167.5562631
69,11.7,355.822462,194.038796,1,5.62522,0.03,5.65,2.67,small-vehicle,no,1,168.120693
69,11.8,356.226286,194.430405,1,5.62822,0.01,5.65,2.67,small-vehicle,no,1,168.6832154
69,11.9,356.627936,194.824671,1,5.62937,0.17,5.65,2.67,small-vehicle,no,1,169.2460372
69,12,357.023363,195.225339,1,5.64679,0.07,5.65,2.67,small-vehicle,no,1,169.8089736
69,12.1,357.400468,195.645642,1,5.65428,0.57,5.65,2.67,small-vehicle,no,1,170.373653
69,12.2,357.777898,196.066659,1,5.71142,0.08,5.65,2.67,small-vehicle,no,1,170.9390809
69,12.3,358.156642,196.494159,1,5.71972,0.97,5.65,2.67,small-vehicle,no,1,171.510223
69,12.4,358.534229,196.923787,1,5.81679,0.16,5.65,2.67,small-vehicle,no,1,172.0821951
